income,loan_amount,debt_ratio,credit_score,years_employed,default
38200.0,6100.0,0.243,609.0,4.8,0
37700.0,19700.0,0.134,680.0,2.8,0
87400.0,29400.0,0.343,659.0,2.8,1
49000.0,12600.0,0.19,698.0,2.7,0
137700.0,63300.0,0.113,684.0,13.8,0
63600.0,27600.0,0.24,601.0,18.4,1
49600.0,29600.0,0.132,618.0,2.5,0
82000.0,12400.0,0.233,775.0,11.8,0
116500.0,56400.0,0.232,687.0,4.8,0
73500.0,24300.0,0.301,682.0,5.6,0
40500.0,9100.0,0.2,663.0,27.8,0
70600.0,24700.0,0.119,697.0,3.1,0
100300.0,11100.0,0.092,641.0,4.6,0
52200.0,8500.0,0.081,743.0,7.1,0
47300.0,7300.0,0.192,729.0,13.1,0
88500.0,39500.0,0.137,681.0,1.7,1
65100.0,29600.0,0.172,732.0,0.6,0
42200.0,9400.0,0.219,673.0,6.1,0
54300.0,13800.0,0.105,659.0,3.1,0
47600.0,23100.0,0.177,736.0,2.7,0
68800.0,20200.0,0.44,677.0,2.7,1
64400.0,17700.0,0.126,638.0,2.7,0
92700.0,53100.0,0.035,769.0,2.4,0
79500.0,29600.0,0.109,672.0,12.7,0
35900.0,13300.0,0.259,707.0,5.0,0
71500.0,29000.0,0.102,764.0,0.9,0
84900.0,10200.0,0.17,613.0,0.8,1
72700.0,21800.0,0.097,665.0,4.0,0
88900.0,43900.0,0.254,,4.0,0
51200.0,21800.0,0.092,666.0,0.1,0
44400.0,24200.0,0.121,658.0,5.7,0
85900.0,21900.0,0.127,674.0,2.5,0
42700.0,14400.0,0.245,666.0,4.8,0
29100.0,6300.0,0.214,,10.7,0
88800.0,17100.0,0.253,704.0,5.7,0
48100.0,7000.0,0.232,687.0,3.0,0
55700.0,11100.0,0.302,,2.2,0
38000.0,6900.0,0.099,700.0,1.7,0
39000.0,12500.0,0.101,773.0,9.8,0
41400.0,12600.0,0.096,690.0,4.6,0
54600.0,26300.0,0.216,680.0,7.6,0
70600.0,34500.0,0.301,675.0,4.3,0
27700.0,10300.0,0.2,,6.7,0
80700.0,34600.0,0.104,691.0,4.0,0
41000.0,13700.0,0.184,771.0,2.5,0
42700.0,10900.0,0.158,640.0,1.5,0
78600.0,27600.0,0.223,657.0,19.9,0
60400.0,25100.0,0.275,704.0,13.5,0
36200.0,20900.0,0.237,630.0,3.9,0
118200.0,60100.0,0.154,762.0,5.4,0
45900.0,6100.0,0.034,673.0,2.6,0
67600.0,28400.0,0.11,712.0,2.2,0
66500.0,9700.0,0.06,739.0,4.7,0
101600.0,41800.0,0.243,716.0,2.3,1
52900.0,27800.0,0.041,643.0,3.4,0
88200.0,39700.0,0.215,610.0,4.2,0
47800.0,7600.0,0.206,592.0,19.6,0
91800.0,28600.0,0.23,634.0,2.5,1
47500.0,9400.0,0.082,642.0,4.8,0
54600.0,23500.0,0.352,680.0,4.0,0
120400.0,54800.0,0.172,707.0,2.4,0
69300.0,32500.0,0.273,609.0,22.4,0
64400.0,17900.0,0.1,594.0,5.2,1
135900.0,54200.0,0.134,692.0,3.4,0
70400.0,14400.0,0.073,780.0,6.6,0
46600.0,26300.0,0.305,632.0,15.8,1
80200.0,45600.0,0.421,676.0,4.1,0
41000.0,4700.0,0.039,680.0,7.6,0
92000.0,35100.0,0.149,742.0,2.2,0
94600.0,43400.0,0.208,729.0,10.4,0
50700.0,10900.0,0.442,658.0,2.2,0
49800.0,5800.0,0.121,732.0,2.3,0
66000.0,6700.0,0.373,686.0,4.8,0
62300.0,28200.0,0.25,726.0,2.2,0
44000.0,4700.0,0.454,781.0,15.9,0
75600.0,22200.0,0.236,563.0,3.8,0
30300.0,15100.0,0.372,,1.3,1
53300.0,6700.0,0.277,609.0,1.0,0
53800.0,24400.0,0.096,615.0,1.8,1
56300.0,17800.0,0.246,688.0,5.9,0
69000.0,20300.0,0.168,689.0,6.7,0
40300.0,13800.0,0.257,777.0,13.5,0
76200.0,21000.0,0.151,759.0,7.3,0
58200.0,30900.0,0.153,680.0,4.6,0
49400.0,21500.0,0.237,675.0,8.0,0
38400.0,11300.0,0.243,718.0,8.3,0
41000.0,6600.0,0.125,705.0,7.4,0
70300.0,24800.0,0.074,656.0,13.6,0
44200.0,26500.0,0.215,719.0,3.2,0
63400.0,34600.0,0.04,,4.8,0
89900.0,12000.0,0.354,680.0,4.0,1
89000.0,24700.0,0.15,673.0,5.1,0
107000.0,35800.0,0.187,649.0,13.2,0
55900.0,16900.0,0.267,646.0,4.6,0
42400.0,6600.0,0.079,685.0,7.9,0
88600.0,17100.0,0.103,675.0,1.2,0
69100.0,25400.0,0.085,615.0,2.3,0
91900.0,42300.0,0.047,772.0,4.5,0
62200.0,28500.0,0.133,774.0,2.2,0
94200.0,41100.0,0.206,771.0,7.7,0
83400.0,36400.0,0.302,745.0,3.8,0
79700.0,8300.0,0.111,676.0,2.9,0
73900.0,15400.0,0.152,630.0,3.3,1
71300.0,19100.0,0.117,626.0,8.6,0
67300.0,15400.0,0.393,587.0,6.6,1
67100.0,19700.0,0.142,663.0,0.7,0
87700.0,26300.0,0.146,588.0,6.0,1
51800.0,14000.0,0.411,687.0,0.5,0
113800.0,12000.0,0.22,695.0,10.3,0
59700.0,31800.0,0.149,652.0,11.7,0
87500.0,50600.0,0.175,,4.9,0
60100.0,24500.0,0.253,677.0,1.9,0
56900.0,13500.0,0.077,712.0,3.8,0
126300.0,41100.0,0.167,663.0,3.5,0
55600.0,30900.0,0.114,772.0,8.8,0
39700.0,15900.0,0.346,633.0,9.9,1
48300.0,21700.0,0.263,680.0,5.9,0
55500.0,25000.0,0.131,655.0,2.3,0
131800.0,77800.0,0.047,670.0,14.7,0
66700.0,28500.0,0.242,692.0,7.3,0
86000.0,13300.0,0.285,710.0,1.6,0
43700.0,15400.0,0.143,663.0,3.0,0
70100.0,39300.0,0.14,766.0,13.6,0
78400.0,12900.0,0.134,580.0,2.2,0
116500.0,14600.0,0.279,680.0,8.5,0
48600.0,6100.0,0.237,683.0,3.0,0
76600.0,10300.0,0.272,607.0,9.2,0
68900.0,12500.0,0.123,603.0,4.4,0
43400.0,21100.0,0.296,686.0,8.0,0
61600.0,24600.0,0.279,742.0,1.2,0
56500.0,26300.0,0.343,701.0,3.0,0
27500.0,10400.0,0.273,675.0,6.7,1
76500.0,21200.0,0.04,663.0,5.9,0
74900.0,36900.0,0.299,653.0,16.0,1
53200.0,9800.0,0.127,658.0,5.1,0
38800.0,10900.0,0.228,714.0,2.8,0
104100.0,32000.0,0.144,737.0,4.2,0
68000.0,29900.0,0.081,709.0,0.3,0
88500.0,42500.0,0.174,642.0,3.5,0
101600.0,39000.0,0.069,710.0,6.4,0
51700.0,20900.0,0.162,,7.6,0
82400.0,19800.0,0.298,581.0,8.2,0
57000.0,22600.0,0.383,696.0,4.0,0
60700.0,31700.0,0.365,650.0,6.9,1
60200.0,19200.0,0.089,685.0,4.9,0
62000.0,29500.0,0.214,611.0,2.1,1
91600.0,32400.0,0.253,622.0,2.9,0
64700.0,23100.0,0.118,673.0,4.5,0
58800.0,23800.0,0.109,649.0,2.0,1
56300.0,9600.0,0.336,,6.9,0
69900.0,14500.0,0.181,631.0,3.5,0
45300.0,8500.0,0.133,702.0,3.0,0
52000.0,19100.0,0.072,,3.0,0
60900.0,26500.0,0.136,627.0,15.4,0
50900.0,23100.0,0.355,,9.1,0
59500.0,12200.0,0.169,655.0,4.3,0
50100.0,13400.0,0.274,692.0,5.3,0
125000.0,21600.0,0.145,738.0,2.3,0
98700.0,42100.0,0.318,692.0,5.1,1
72600.0,22500.0,0.295,672.0,2.4,1
60800.0,14400.0,0.166,622.0,4.7,0
133500.0,28400.0,0.365,738.0,2.3,0
69400.0,39900.0,0.126,766.0,2.8,0
60100.0,20500.0,0.104,576.0,5.4,1
68900.0,41000.0,0.179,,5.8,1
69000.0,18000.0,0.277,669.0,7.2,1
101600.0,21100.0,0.167,610.0,5.5,1
61600.0,28200.0,0.207,771.0,7.8,0
129300.0,71900.0,0.257,706.0,12.2,0
45500.0,8300.0,0.163,790.0,5.0,0
79000.0,41900.0,0.279,636.0,1.8,1
43700.0,17200.0,0.231,653.0,8.3,0
117100.0,64700.0,0.153,598.0,3.9,1
55200.0,31600.0,0.257,682.0,1.3,0
60800.0,19100.0,0.163,588.0,8.7,0
85700.0,48900.0,0.247,661.0,2.2,1
96200.0,18300.0,0.039,739.0,10.2,0
42000.0,13500.0,0.178,707.0,4.0,0
54900.0,17700.0,0.048,,4.4,0
38100.0,8500.0,0.045,685.0,1.8,0
65100.0,22300.0,0.205,719.0,5.1,0
59800.0,28500.0,0.148,672.0,0.5,0
54900.0,8500.0,0.192,611.0,1.1,1
48800.0,16600.0,0.098,704.0,6.6,0
54200.0,19700.0,0.117,675.0,5.6,1
47700.0,9500.0,0.233,636.0,2.4,0
74600.0,31400.0,0.211,619.0,1.6,0
105400.0,23900.0,0.173,743.0,3.0,1
31500.0,12100.0,0.129,590.0,1.8,0
59500.0,23000.0,0.27,634.0,4.7,1
53600.0,25400.0,0.255,697.0,0.4,0
73700.0,41800.0,0.325,711.0,5.1,0
44400.0,25000.0,0.097,691.0,5.8,1
58900.0,20700.0,0.223,597.0,2.5,1
43100.0,10000.0,0.168,736.0,7.3,0
79100.0,17500.0,0.149,672.0,5.4,0
64200.0,31700.0,0.207,600.0,13.8,0
58600.0,28100.0,0.337,736.0,5.6,0
70600.0,35100.0,0.263,,1.9,0
56900.0,29400.0,0.145,580.0,5.4,0
36000.0,13800.0,0.08,536.0,1.5,1
76400.0,41900.0,0.104,669.0,4.0,0
68600.0,29400.0,0.249,644.0,1.2,0
58700.0,24400.0,0.207,692.0,10.6,0
87500.0,45400.0,0.176,686.0,12.6,0
95000.0,40500.0,0.359,636.0,3.3,0
42300.0,20500.0,0.318,,1.5,0
47200.0,26700.0,0.11,690.0,4.2,0
106600.0,31700.0,0.211,621.0,3.9,0
101900.0,48500.0,0.325,720.0,0.6,0
47900.0,11900.0,0.156,689.0,5.4,0
41000.0,14100.0,0.102,668.0,6.2,0
49600.0,26600.0,0.139,697.0,3.6,0
52100.0,30600.0,0.193,680.0,2.2,0
35600.0,20400.0,0.181,635.0,5.2,1
62700.0,30000.0,0.036,672.0,5.5,0
39600.0,20800.0,0.404,628.0,1.6,0
40600.0,22000.0,0.363,759.0,7.0,0
85400.0,34600.0,0.148,691.0,5.9,0
48800.0,10800.0,0.125,717.0,9.9,0
60500.0,6600.0,0.261,774.0,4.7,0
77300.0,37100.0,0.114,755.0,9.0,0
82400.0,39600.0,0.184,791.0,5.0,0
55100.0,25600.0,0.196,633.0,2.2,0
63000.0,24600.0,0.336,767.0,10.7,0
46400.0,19900.0,0.403,,4.7,1
114300.0,52500.0,0.094,668.0,5.7,1
77800.0,28500.0,0.112,,10.9,0
42100.0,18100.0,0.014,684.0,2.0,0
62100.0,13200.0,0.221,,10.4,0
79600.0,29200.0,0.163,,2.2,0
73300.0,30400.0,0.204,761.0,11.7,0
117600.0,45200.0,0.121,562.0,2.7,0
100200.0,22900.0,0.125,601.0,4.9,0
51300.0,8400.0,0.191,610.0,10.5,1
60100.0,25700.0,0.261,695.0,6.2,0
39600.0,6200.0,0.064,686.0,7.9,0
67700.0,33700.0,0.162,700.0,6.4,0
65400.0,12500.0,0.086,781.0,5.1,0
159700.0,77600.0,0.247,681.0,5.4,0
64200.0,17800.0,0.27,604.0,4.6,1
29800.0,16400.0,0.086,703.0,3.9,0
49000.0,10400.0,0.088,777.0,2.1,0
64500.0,11500.0,0.159,786.0,4.4,0
39900.0,17500.0,0.108,677.0,12.8,0
45800.0,22300.0,0.228,688.0,2.0,0
54600.0,15000.0,0.162,680.0,9.7,0
69900.0,23500.0,0.042,712.0,11.2,0
58500.0,25200.0,0.18,672.0,3.4,0
45400.0,11200.0,0.107,655.0,2.2,0
81700.0,24100.0,0.291,763.0,2.9,0
51300.0,19700.0,0.173,762.0,8.6,0
52100.0,13100.0,0.049,681.0,3.1,0
38300.0,6600.0,0.268,649.0,6.5,0
47100.0,26100.0,0.276,647.0,3.3,0
77900.0,12600.0,0.202,619.0,11.7,0
35200.0,20900.0,0.492,614.0,11.4,1
60500.0,31600.0,0.125,665.0,4.1,0
79700.0,25800.0,0.055,641.0,3.0,0
54300.0,28800.0,0.087,695.0,11.7,0
67400.0,8900.0,0.385,653.0,1.4,0
41900.0,16000.0,0.247,631.0,6.1,0
98100.0,27200.0,0.084,659.0,5.2,0
91100.0,22800.0,0.181,546.0,3.2,1
67300.0,36800.0,0.128,699.0,6.5,0
33500.0,4000.0,0.219,667.0,4.6,0
43000.0,22800.0,0.121,680.0,7.6,0
87300.0,12200.0,0.156,656.0,1.6,0
112900.0,49500.0,0.153,672.0,7.7,0
68800.0,16700.0,0.084,631.0,7.0,0
95900.0,34900.0,0.095,791.0,2.0,0
50100.0,28200.0,0.1,695.0,10.9,1
58000.0,28900.0,0.071,745.0,5.8,0
62000.0,9300.0,0.201,662.0,2.7,0
71900.0,18200.0,0.327,711.0,3.6,0
36300.0,12500.0,0.098,629.0,9.1,0
86200.0,39500.0,0.092,647.0,1.3,0
98500.0,10100.0,0.219,664.0,7.3,0
41500.0,22100.0,0.246,632.0,8.8,1
38600.0,20100.0,0.525,719.0,19.3,0
70100.0,40500.0,0.119,724.0,2.7,0
49300.0,9900.0,0.11,743.0,2.9,0
27000.0,5600.0,0.091,631.0,1.8,0
82300.0,42500.0,0.196,648.0,8.9,0
65500.0,23400.0,0.219,677.0,6.7,0
52500.0,11700.0,0.067,714.0,19.6,0
129900.0,14100.0,0.222,612.0,8.6,0
65100.0,13600.0,0.117,665.0,7.2,1
47600.0,20800.0,0.294,734.0,2.6,0
64200.0,29900.0,0.347,684.0,12.9,0
43100.0,11900.0,0.118,673.0,2.0,1
47500.0,26500.0,0.15,619.0,8.3,0
71000.0,25200.0,0.139,661.0,0.8,0
51100.0,18300.0,0.11,716.0,1.4,0
52900.0,15700.0,0.132,733.0,7.5,0
111200.0,33500.0,0.089,589.0,10.9,0
83800.0,23400.0,0.249,700.0,3.3,1
82100.0,42100.0,0.15,680.0,3.6,0
74600.0,23900.0,0.209,629.0,2.6,0
73500.0,15900.0,0.168,777.0,1.8,0
103200.0,32800.0,0.203,714.0,5.0,0
61600.0,34700.0,0.333,621.0,11.2,1
118700.0,49800.0,0.25,624.0,3.1,0
44400.0,6800.0,0.102,688.0,13.0,0
56700.0,17600.0,0.399,599.0,4.0,1
38300.0,12800.0,0.1,667.0,6.5,0
55000.0,5900.0,0.11,704.0,4.5,0
74300.0,43100.0,0.148,607.0,6.3,1
103000.0,57500.0,0.163,687.0,0.4,1
49200.0,7400.0,0.197,701.0,5.3,0
62100.0,23400.0,0.231,643.0,6.0,1
54700.0,14000.0,0.195,697.0,7.3,0
47900.0,9900.0,0.119,713.0,4.4,0
40900.0,9700.0,0.226,700.0,1.1,0
63300.0,8000.0,0.405,642.0,2.3,1
33800.0,15000.0,0.272,723.0,18.0,0
64400.0,18200.0,0.437,660.0,0.6,1
62500.0,28100.0,0.192,,0.9,1
49300.0,25000.0,0.199,681.0,8.9,0
43500.0,16800.0,0.42,677.0,3.2,0
38200.0,10400.0,0.174,570.0,1.2,0
119400.0,20300.0,0.251,733.0,10.6,0
38800.0,16500.0,0.097,703.0,2.8,0
106900.0,46800.0,0.186,684.0,5.8,0
76500.0,37500.0,0.182,710.0,6.1,0
54600.0,9200.0,0.279,655.0,8.6,1
41400.0,5100.0,0.079,669.0,14.5,0
89300.0,48200.0,0.151,704.0,8.2,1
113600.0,45800.0,0.044,562.0,4.1,0
44700.0,6600.0,0.253,637.0,4.3,0
55800.0,25400.0,0.368,680.0,8.3,1
89600.0,11500.0,0.179,661.0,5.3,0
69700.0,29000.0,0.16,648.0,2.7,0
124900.0,47100.0,0.069,636.0,3.6,0
50800.0,23200.0,0.309,690.0,3.3,0
75000.0,11000.0,0.115,719.0,4.8,0
40000.0,22200.0,0.223,701.0,8.6,0
129100.0,73600.0,0.133,731.0,7.8,0
48000.0,28400.0,0.024,704.0,5.9,0
28600.0,13800.0,0.26,756.0,1.8,0
59300.0,15200.0,0.236,761.0,2.4,0
59000.0,34800.0,0.321,652.0,6.9,1
121200.0,49300.0,0.181,634.0,18.7,0
55100.0,25300.0,0.081,645.0,3.3,0
61700.0,26600.0,0.126,680.0,5.1,0
76300.0,15500.0,0.148,716.0,2.3,0
108000.0,56900.0,0.125,705.0,13.9,1
60600.0,25700.0,0.21,688.0,14.7,0
89200.0,18800.0,0.353,641.0,9.0,1
74300.0,21500.0,0.14,655.0,12.7,0
55900.0,9600.0,0.244,,5.3,0
63700.0,20200.0,0.297,689.0,6.1,1
62600.0,37200.0,0.188,516.0,9.5,0
45000.0,13100.0,0.236,690.0,5.0,1
94800.0,28200.0,0.127,,0.5,0
38200.0,19200.0,0.298,638.0,1.6,1
93400.0,13200.0,0.25,753.0,3.1,0
86600.0,13800.0,0.249,718.0,4.8,0
60000.0,28400.0,0.116,714.0,5.1,0
47400.0,7800.0,0.215,592.0,11.2,1
57300.0,23200.0,0.372,719.0,17.3,0
73200.0,37200.0,0.294,685.0,9.7,0
80400.0,30700.0,0.161,680.0,6.0,0
68500.0,9600.0,0.193,555.0,6.5,0
87700.0,17800.0,0.103,594.0,6.7,0
51000.0,18900.0,0.202,661.0,6.1,0
67300.0,38800.0,0.185,605.0,5.0,0
35800.0,15300.0,0.244,,8.8,0
81000.0,36300.0,0.088,617.0,4.6,1
65400.0,26000.0,0.257,717.0,1.1,0
53600.0,14100.0,0.112,696.0,15.5,0
93100.0,37600.0,0.177,828.0,3.7,0
79000.0,8300.0,0.117,680.0,7.2,0
23100.0,7100.0,0.278,757.0,7.0,0
62900.0,31800.0,0.21,680.0,8.8,1
37300.0,7500.0,0.122,616.0,1.2,0
90100.0,38200.0,0.168,696.0,1.6,0
148200.0,68200.0,0.231,746.0,14.0,0
51700.0,9200.0,0.112,649.0,3.4,0
63600.0,33600.0,0.343,680.0,1.7,1
56800.0,12600.0,0.236,709.0,4.7,0
70100.0,40800.0,0.403,678.0,8.8,1
77700.0,21200.0,0.319,689.0,3.6,0
97300.0,39500.0,0.28,685.0,2.1,1
43900.0,25200.0,0.169,645.0,3.2,0
107500.0,54800.0,0.178,686.0,0.6,1
44800.0,15400.0,0.078,700.0,4.8,0
68300.0,13500.0,0.142,639.0,5.4,0
93000.0,37900.0,0.116,538.0,10.8,0
79600.0,31400.0,0.344,712.0,12.9,0
44600.0,5900.0,0.117,641.0,4.2,1
48500.0,14100.0,0.271,708.0,1.8,1
52700.0,29500.0,0.285,632.0,2.3,1
60900.0,22100.0,0.088,,3.3,0
92600.0,17600.0,0.157,666.0,9.9,1
39400.0,16600.0,0.266,661.0,11.2,1
73000.0,23900.0,0.214,675.0,11.1,0
76800.0,42800.0,0.24,697.0,2.8,1
75400.0,26000.0,0.132,584.0,11.6,1
73000.0,8300.0,0.194,680.0,1.4,0
105500.0,19100.0,0.164,732.0,4.7,0
73500.0,13800.0,0.396,695.0,12.3,1
83700.0,48200.0,0.139,590.0,6.2,1
75500.0,21100.0,0.217,723.0,4.3,0
116100.0,31900.0,0.217,678.0,1.1,0
31900.0,18800.0,0.219,766.0,4.6,0
97100.0,19700.0,0.35,653.0,2.8,0
56600.0,23300.0,0.247,668.0,17.3,0
56200.0,32300.0,0.122,731.0,10.3,0
44200.0,24500.0,0.337,563.0,6.3,1
32200.0,5800.0,0.155,657.0,8.9,0
54200.0,18200.0,0.176,668.0,7.6,0
48700.0,11000.0,0.264,554.0,3.5,1
73700.0,33200.0,0.088,627.0,10.8,0
37000.0,8300.0,0.263,690.0,12.1,0
102300.0,19300.0,0.186,696.0,2.0,1
68200.0,16100.0,0.174,767.0,2.1,0
56800.0,9400.0,0.154,729.0,3.9,0
48400.0,22200.0,0.046,606.0,3.0,0
47100.0,11300.0,0.111,680.0,4.4,0
41700.0,12500.0,0.318,699.0,3.1,1
51200.0,12200.0,0.163,684.0,3.6,0
62100.0,18000.0,0.293,617.0,2.3,1
58300.0,14700.0,0.33,778.0,2.3,1
37800.0,10500.0,0.264,773.0,6.3,0
56500.0,25700.0,0.376,694.0,8.7,0
45400.0,8500.0,0.039,634.0,3.2,0
65600.0,29100.0,0.144,617.0,5.9,0
119100.0,32600.0,0.16,618.0,14.4,0
77200.0,11300.0,0.232,,1.1,0
55600.0,8900.0,0.16,587.0,9.3,1
35100.0,19300.0,0.08,740.0,2.7,0
37800.0,4600.0,0.181,669.0,4.4,0
34400.0,8200.0,0.16,697.0,11.5,0
79900.0,42500.0,0.297,719.0,0.1,1
47400.0,6600.0,0.08,807.0,6.8,0
63400.0,13000.0,0.2,,12.9,1
49900.0,11700.0,0.33,669.0,11.5,0
64000.0,33100.0,0.248,699.0,13.0,0
101300.0,16000.0,0.318,686.0,15.2,1
48800.0,28000.0,0.152,681.0,7.9,0
55000.0,8800.0,0.163,684.0,8.1,0
46800.0,17900.0,0.177,625.0,1.5,0
84200.0,41000.0,0.185,696.0,8.0,0
43300.0,16400.0,0.234,606.0,4.3,0
41700.0,14800.0,0.29,740.0,3.2,0
38100.0,12100.0,0.284,,11.1,0
37900.0,8600.0,0.433,616.0,3.1,1
73100.0,43600.0,0.15,714.0,14.3,0
152400.0,46000.0,0.112,715.0,3.6,0
43800.0,18400.0,0.357,685.0,2.5,1
86500.0,33800.0,0.288,597.0,1.2,1
67700.0,39300.0,0.189,,4.0,0
42200.0,9400.0,0.335,708.0,3.7,0
56300.0,10000.0,0.198,800.0,5.5,0
57100.0,31400.0,0.051,693.0,16.2,0
48700.0,17300.0,0.106,695.0,4.6,0
121900.0,51300.0,0.113,711.0,3.9,0
31800.0,13100.0,0.108,632.0,2.8,0
70800.0,34800.0,0.36,739.0,1.8,1
69600.0,36100.0,0.164,645.0,4.8,0
50600.0,22800.0,0.267,681.0,14.1,0
65300.0,6700.0,0.323,635.0,15.0,0
84300.0,43700.0,0.08,614.0,6.0,0
65400.0,7900.0,0.133,638.0,4.1,0
71800.0,38000.0,0.063,629.0,1.5,0
79000.0,7900.0,0.138,680.0,8.3,0
30400.0,14800.0,0.251,762.0,9.0,0
104000.0,43600.0,0.047,695.0,13.0,0
137600.0,15500.0,0.155,649.0,2.1,0
87400.0,41700.0,0.129,680.0,4.5,1
88400.0,34500.0,0.038,648.0,0.5,0
37900.0,6100.0,0.191,680.0,7.7,0
59500.0,32000.0,0.05,722.0,2.1,0
46700.0,18500.0,0.291,660.0,9.3,0
50500.0,16700.0,0.136,,3.8,0
87000.0,49800.0,0.332,683.0,1.8,0
46800.0,9400.0,0.077,,5.1,0
59200.0,11100.0,0.106,618.0,1.8,0
31800.0,17400.0,0.31,672.0,3.3,1
58700.0,10600.0,0.201,631.0,12.4,0
64000.0,32600.0,0.195,678.0,6.3,1
48400.0,9900.0,0.188,680.0,6.2,0
48200.0,24400.0,0.041,668.0,10.4,0
120000.0,36500.0,0.132,711.0,8.7,1
40600.0,16600.0,0.278,774.0,3.9,0
42900.0,17300.0,0.051,656.0,6.2,0
46700.0,13900.0,0.204,757.0,1.6,0
94300.0,33900.0,0.421,635.0,4.1,0
129400.0,55000.0,0.265,680.0,2.5,1
69600.0,11700.0,0.217,690.0,14.6,0
48200.0,26900.0,0.296,671.0,2.1,1
53400.0,27300.0,0.148,601.0,2.8,0
90000.0,18400.0,0.121,749.0,7.0,0
45100.0,9600.0,0.102,726.0,6.6,0
103100.0,30600.0,0.299,628.0,0.7,0
101800.0,49500.0,0.159,669.0,5.7,0
63500.0,22800.0,0.361,676.0,1.6,1
77700.0,20000.0,0.197,613.0,3.2,1
80600.0,39000.0,0.135,,2.3,0
106800.0,21100.0,0.286,,2.9,1
42900.0,19500.0,0.337,587.0,5.3,0
93700.0,44700.0,0.236,758.0,8.6,0
54400.0,8200.0,0.217,646.0,3.5,0
47400.0,18200.0,0.293,639.0,18.0,0
64300.0,25500.0,0.367,668.0,7.6,1
57500.0,33700.0,0.151,641.0,1.9,0
43900.0,10900.0,0.447,,6.7,0
35400.0,11700.0,0.145,705.0,1.0,1
44600.0,25300.0,0.126,,3.1,0
103100.0,17000.0,0.174,728.0,2.2,0
123200.0,67600.0,0.089,795.0,2.4,0
77800.0,22000.0,0.077,560.0,5.3,0
93900.0,25500.0,0.321,722.0,1.8,0
51700.0,30900.0,0.324,680.0,11.9,1
60300.0,17800.0,0.157,684.0,3.7,1
68400.0,15300.0,0.244,743.0,4.3,0
42500.0,8700.0,0.05,714.0,4.9,0
43800.0,19600.0,0.097,587.0,2.6,0
64100.0,26800.0,0.062,693.0,3.1,0
55400.0,12200.0,0.205,671.0,6.0,0
42700.0,14800.0,0.397,740.0,4.4,1
71000.0,17300.0,0.29,568.0,11.2,1
56500.0,29300.0,0.086,714.0,2.4,0
88600.0,24700.0,0.177,688.0,17.3,0
61900.0,25200.0,0.344,715.0,12.3,0
55800.0,31100.0,0.113,701.0,17.0,1
64800.0,14200.0,0.248,568.0,6.2,0
58400.0,33600.0,0.217,680.0,7.3,0
49100.0,16800.0,0.403,678.0,9.8,1
53900.0,22600.0,0.1,637.0,14.7,0
80600.0,19000.0,0.063,731.0,5.3,0
77700.0,34700.0,0.127,678.0,2.0,0
97300.0,44900.0,0.206,769.0,13.5,0
34300.0,13600.0,0.203,738.0,5.4,0
54000.0,28700.0,0.145,620.0,13.6,0
53600.0,18000.0,0.289,722.0,2.8,0
65800.0,7100.0,0.179,680.0,2.9,0
52900.0,29400.0,0.142,679.0,0.9,0
51800.0,19900.0,0.108,672.0,7.2,0
81500.0,33200.0,0.036,735.0,7.1,0
66000.0,26400.0,0.259,637.0,8.0,0
41200.0,5000.0,0.216,704.0,10.3,1
98900.0,24100.0,0.272,597.0,3.7,1
87900.0,12700.0,0.164,698.0,1.7,0
50700.0,21500.0,0.084,612.0,1.5,0
82900.0,43700.0,0.153,611.0,11.3,0
47900.0,20600.0,0.176,678.0,3.4,0
91900.0,46600.0,0.087,619.0,2.5,0
57400.0,15300.0,0.103,680.0,13.6,0
46800.0,5400.0,0.317,621.0,9.4,1
54400.0,16600.0,0.116,766.0,1.2,1
47400.0,8700.0,0.215,724.0,11.8,0
66300.0,16700.0,0.195,685.0,4.6,0
65900.0,14500.0,0.32,714.0,7.5,1
62800.0,12000.0,0.203,691.0,6.9,0
51000.0,22600.0,0.233,808.0,2.1,0
17200.0,6900.0,0.384,707.0,3.3,1
64000.0,32700.0,0.194,,5.6,0
31900.0,18900.0,0.271,701.0,6.0,0
67500.0,14800.0,0.099,662.0,11.7,0
92100.0,52400.0,0.144,676.0,4.8,0
68200.0,33000.0,0.099,648.0,3.9,0
54100.0,20600.0,0.186,651.0,6.9,0
58200.0,34100.0,0.056,,0.7,0
59200.0,21100.0,0.147,678.0,10.5,0
51200.0,5800.0,0.23,722.0,2.2,0
50500.0,8200.0,0.357,664.0,1.2,1
44900.0,11500.0,0.098,675.0,5.6,0
94000.0,42100.0,0.197,655.0,2.4,0
61700.0,23600.0,0.169,750.0,3.4,0
86600.0,38200.0,0.197,769.0,4.2,0
56800.0,6200.0,0.134,676.0,7.3,0
63600.0,14200.0,0.219,729.0,3.9,0
58400.0,22000.0,0.406,603.0,11.7,1
72900.0,31100.0,0.033,680.0,14.6,1
82800.0,26200.0,0.244,720.0,7.5,0
67400.0,14100.0,0.208,586.0,5.0,0
49000.0,12500.0,0.196,831.0,2.2,0
47200.0,22700.0,0.381,735.0,2.6,0
110800.0,50800.0,0.265,774.0,5.8,1
56200.0,12600.0,0.341,,1.9,0
56000.0,32200.0,0.072,607.0,3.6,1
103500.0,12600.0,0.338,633.0,4.5,1
90700.0,19700.0,0.306,,15.0,1
74700.0,23800.0,0.147,727.0,9.1,0
